match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,7.2,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,G Coetzee,4,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,7.3,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,7.4,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,G Coetzee,4,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,7.5,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,G Coetzee,3,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,7.6,Afghanistan,South Africa,Ibrahim Zadran,Rahmanullah Gurbaz,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.1,Afghanistan,South Africa,Rahmanullah Gurbaz,Ibrahim Zadran,KA Maharaj,0,0,,,,,,caught,Rahmanullah Gurbaz,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.2,Afghanistan,South Africa,Rahmat Shah,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.3,Afghanistan,South Africa,Rahmat Shah,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.4,Afghanistan,South Africa,Rahmat Shah,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.5,Afghanistan,South Africa,Rahmat Shah,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,8.6,Afghanistan,South Africa,Rahmat Shah,Ibrahim Zadran,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.1,Afghanistan,South Africa,Ibrahim Zadran,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.2,Afghanistan,South Africa,Ibrahim Zadran,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.3,Afghanistan,South Africa,Ibrahim Zadran,Rahmat Shah,G Coetzee,0,0,,,,,,caught,Ibrahim Zadran,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.4,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.5,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,9.6,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.1,Afghanistan,South Africa,Rahmat Shah,Hashmatullah Shahidi,KA Maharaj,1,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.2,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,KA Maharaj,0,1,1,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.3,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.4,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.5,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,KA Maharaj,2,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.6,Afghanistan,South Africa,Hashmatullah Shahidi,Rahmat Shah,KA Maharaj,0,0,,,,,,caught,Hashmatullah Shahidi,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,10.7,Afghanistan,South Africa,Azmatullah Omarzai,Rahmat Shah,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.1,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.2,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.3,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,G Coetzee,1,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.4,Afghanistan,South Africa,Azmatullah Omarzai,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.5,Afghanistan,South Africa,Azmatullah Omarzai,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,11.6,Afghanistan,South Africa,Azmatullah Omarzai,Rahmat Shah,G Coetzee,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,12.1,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,12.2,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,KA Maharaj,0,0,,,,,,,,,
1384433,2023/24,10-11-2023,"Narendra Modi Stadium, Ahmedabad",1,12.3,Afghanistan,South Africa,Rahmat Shah,Azmatullah Omarzai,KA Maharaj,1,0,,,,,,,,,
